_ID_	_MAIN_CATEGORY_	POST_TITLE	_MODEL_	_MANUFACTURER_	_PRICE_	_HTML_TITLE_	_HTML_H1_	_DESCRIPTION_	_IMAGE_	_SEO_KEYWORD_	_IMAGES_			
695	Букеты|Букеты микс	Маленькая мечта			443	Букеты микс - Маленькая мечта		"<p><strong>Состав:&nbsp;</strong><br /><span>Ткань костюмная&nbsp;(100% полиэстер)</span></p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong></strong><br />Длина изделия по боковому шву: 100см. Для всех размеров.<br />Рост модели на фото: 174 см.</p><br>Цвет-черный-черная отделка<br>Размер-S, M, L, XL"	data/1549.jpg		data/1550.jpg	data/1551.jpg		
696	Букеты|Букеты микс	Полет мечты			584	Букеты микс - Полет мечты		"<p><strong>Состав:&nbsp;</strong><br />ткань костюмная ""Мэмори""&nbsp;(60% хлопок, 40% полиэстер)</p>
<p><strong>Размерная сетка модели:&nbsp;</strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">XS</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">64</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры:&nbsp;<br /></strong>Длинна изделия по боковому шву:&nbsp;97 см. Для всех размеров.<br /><br />Брюки идут с заниженной посадкой.<br /><br />Рост модели на фото: 174 см.</p><br>Цвет-электрик<br>Размер-XS, S, M, L"	data/1552.jpg		data/1553.jpg	data/1554.jpg	data/1555.jpg	
697	Букеты|Букеты микс	Цветная симфония			686	Букеты микс - Цветная симфония		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />плательная костюмная ткань&nbsp;(60% хлопок, 40% полиэстер)</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong></strong></p><br>Цвет-св. бежевый<br>Размер-S, M, L"	data/1556.jpg		data/1557.jpg	data/1558.jpg		
698	Букеты|Букеты микс	Свадьба роз			494	Букеты микс - Свадьба роз		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />Жаккард&nbsp;(60% хлопок, 40% полиэстер)&nbsp;</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 52 см, длина рукава: 35 см. Для всех размеров.</p><br>Цвет-салатный-цветы лилии<br>Размер-S, M"	data/1559.jpg		data/1560.jpg	data/1561.jpg	data/1562.jpg	
699	Букеты|Букеты микс	Восход солнца			309	Букеты микс - Восход солнца		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />Жаккард&nbsp;(60% хлопок, 40% полиэстер)&nbsp;</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 52 см, длина рукава: 35 см. Для всех размеров.</p><br>Цвет-электрик-цветы лилии<br>Размер-S"	data/1563.jpg		data/1564.jpg	data/1565.jpg	data/1566.jpg	
700	Букеты|Букеты микс	Кудряшка Сью			690	Букеты микс - Кудряшка Сью		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />стрейч-жаккард (60% хлопок, 40% полиэстер)&nbsp;</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong></strong><br />Длина изделия: 52 см, длина рукава: 40 см. Для всех размеров. &nbsp;</p><br>Цвет-бирюзовый<br>Размер-S, M, XL"	data/1567.jpg		data/1568.jpg	data/1569.jpg	data/1570.jpg	
701	Букеты|Букеты микс	Звучание арфы			622	Букеты микс - Звучание арфы		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />Трикотаж-фукра + дайвинг</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 57 см, длина рукава: 62 см. Для всех размеров.</p>
<p>Рост модели на фото - 174 см.&nbsp;</p><br>Цвет-мята-белый квадрат<br>Размер-S"	data/1571.jpg		data/1572.jpg	data/1573.jpg		
702	Букеты|Букеты микс	Чары муз			537	Букеты микс - Чары муз		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />Трикотаж-фукра + дайвинг</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 57 см, длина рукава: 62 см. Для всех размеров.</p>
<p>Рост модели на фото - 174 см.&nbsp;</p><br>Цвет-электрик-белый квадрат<br>Размер-S, M, L, XL"	data/1574.jpg		data/1575.jpg	data/1576.jpg		
703	Букеты|Букеты микс	Подарок Юпитера			327	Букеты микс - Подарок Юпитера		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />французский трикотаж (40% шерсть, 60% полиэстер)</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong></strong><br />Длина изделия: 60 см, длина рукава: 62 см. Для всех размеров.<br />Рост модели на фото - 174 см.&nbsp;</p><br>Цвет-бежевая клетка<br>Размер-S"	data/1577.jpg		data/1578.jpg	data/1579.jpg		
704	Букеты|Букеты микс	Венера			513	Букеты микс - Венера		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br /><span>ткань костюмная ""Анжелика"" + экокожа<br />(100% полиэстер)&nbsp;</span></p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 48 см. Для всех размеров.</p><br>Цвет-черный<br>Размер-M, L"	data/1580.jpg		data/1581.jpg	data/1582.jpg	data/1583.jpg	
705	Букеты|Букеты микс	Поцелуй королевы			298	Букеты микс - Поцелуй королевы		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />костюмный шелк</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">XS</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">84</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">64</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 62 см. Для всех размеров.</p><br>Цвет-черный<br>Размер-XS, L"	data/1584.jpg		data/1585.jpg	data/1586.jpg		
706	Букеты|Букеты микс	Сон нимфы			396	Букеты микс - Сон нимфы		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />ткань костюмная ""<span>мемори</span>"" + атлас<br />(60% хлопок, 40% полиэстер)&nbsp;</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 44 см. Для всех размеров.</p><br>Цвет-черный<br>Размер-L"	data/1587.jpg		data/1588.jpg	data/1589.jpg		
707	Букеты|Букеты микс	Тайные желания			677	Букеты микс - Тайные желания		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br /><span>французский трикотаж (40% шерсть, 60% полиэстер)</span></p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 92 см. Для всех размеров.</p><br>Цвет-св. бежевый<br>Размер-S, M, L"	data/1590.jpg		data/1591.jpg	data/1592.jpg	data/1593.jpg	
708	Букеты|Букеты микс	Аромат любви			665	Букеты микс - Аромат любви		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />жаккард сакура<br />(60% хлопок, 40% полиэстер)</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 87 см от плеча до низа. Для всех размеров.&nbsp;Пояс идет в комплекте с изделием.</p><br>Цвет-желтый-цветы<br>Размер-M"	data/1594.jpg		data/1595.jpg	data/1596.jpg	data/1597.jpg	
709	Букеты|Букеты микс	Ангелочек			920	Букеты микс - Ангелочек		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />жаккард сакура<br />(60% хлопок, 40% полиэстер)</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 87 см от плеча до низа. Для всех размеров.&nbsp;Пояс идет в комплекте с изделием.</p><br>Цвет-коралл-цветы<br>Размер-S, M, L"	data/1598.jpg		data/1599.jpg	data/1600.jpg	data/1601.jpg	
710	Букеты|Букеты микс	Любовь Ромео			640	Букеты микс - Любовь Ромео		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />жаккард сакура<br />(60% хлопок, 40% полиэстер)</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 87 см от плеча до низа. Для всех размеров.&nbsp;Пояс идет в комплекте с изделием.</p><br>Цвет-мята-цветы<br>Размер-M"	data/1602.jpg		data/1603.jpg	data/1604.jpg	data/1605.jpg	
711	Букеты|Букеты микс	Прекрасная леди			1007	Букеты микс - Прекрасная леди		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />жаккард сакура<br />(60% хлопок, 40% полиэстер)</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: 87 см от плеча до низа. Для всех размеров.&nbsp;Пояс идет в комплекте с изделием.</p><br>Цвет-розовый-сакура<br>Размер-M"	data/1606.jpg		data/1607.jpg	data/1608.jpg	data/1609.jpg	
712	Букеты|Букеты микс	Сладкая Дарья			694	Букеты микс - Сладкая Дарья		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />верх: 100% полиэстер&nbsp;<br />подкладка: 100% полиэстер&nbsp;<br />наполнитель: силикон<br />отделка: искусственный мех&nbsp;&nbsp;</p>
<p><strong>Размерная сетка<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">42</td>
<td align=""center"">44</td>
<td align=""center"">46</td>
<td align=""center"">48</td>
<td align=""center"">50</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">84</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">64</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;<br /></strong></strong>Рост модели на фото: 177 см.&nbsp;</p>
<p>Производитель: фабричный Китай. Обмен / возврат только в случае брака.&nbsp;</p><br>Цвет-черный<br>Размер-44, 46, 48, 50, 52"	data/1610.jpg		data/1611.jpg	data/1612.jpg	data/1613.jpg	
713	Букеты|Букеты микс	Идеальная любовь			623	Букеты микс - Идеальная любовь		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />верх: 100% полиэстер<br />подкладка: 100%&nbsp;полиэстер<br />наполнитель: 70% пух, 30% перо<br />отделка: натуральный мех (канадский енот)</p>
<p><strong>Размерная сетка<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">42</td>
<td align=""center"">44</td>
<td align=""center"">46</td>
<td align=""center"">48</td>
<td align=""center"">50</td>
<td align=""center"">52</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">84</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">64</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
<td align=""center"">84</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
<td align=""center"">108</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;<br /></strong></strong>Рост модели на фото: 177 см.&nbsp;</p>
<p>Производитель: фабричный Китай.&nbsp;Обмен / возврат только в случае брака.&nbsp;</p><br>Цвет-бордовый-черная отделка<br>Размер-42"	data/1614.jpg		data/1615.jpg	data/1616.jpg	data/1617.jpg	
714	Букеты|Букеты микс	Иллюзия			798	Букеты микс - Иллюзия		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />верх: PU кожа<br />подкладка: 100% полиэстер<br />наполнитель: 100% полиэстер<br />отделка: натуральный мех&nbsp;</p>
<p><strong>Размерная сетка<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">42</td>
<td align=""center"">44</td>
<td align=""center"">46</td>
<td align=""center"">48</td>
<td align=""center"">50</td>
<td align=""center"">52</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">84</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">64</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
<td align=""center"">84</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
<td align=""center"">108</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;<br /></strong></strong>Рост модели на фото: 177 см.&nbsp;</p>
<p>Производитель: фабричный Китай. Обмен / возврат только в случае брака.&nbsp;</p><br>Цвет-бордовый-черная отделка<br>Размер-52"	data/1618.jpg		data/1619.jpg	data/1620.jpg	data/1621.jpg	
715	Букеты|Букеты микс	Букет нежности			735	Букеты микс - Букет нежности		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />верх: PU кожа<br />подкладка: 100% полиэстер<br />наполнитель: 100% полиэстер<br />отделка: натуральный мех&nbsp;</p>
<p><strong>Размерная сетка<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">42</td>
<td align=""center"">44</td>
<td align=""center"">46</td>
<td align=""center"">48</td>
<td align=""center"">50</td>
<td align=""center"">52</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">84</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">64</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
<td align=""center"">84</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
<td align=""center"">108</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;<br /></strong></strong>Рост модели на фото: 177 см.&nbsp;</p>
<p>Производитель: фабричный Китай. Обмен / возврат только в случае брака.&nbsp;</p><br>Цвет-хаки-черная отделка<br>Размер-52"	data/1622.jpg		data/1623.jpg	data/1624.jpg	data/1625.jpg	
716	Букеты|Букеты микс	Лолита			2662	Букеты микс - Лолита		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />верх: 100% полиэстер&nbsp;<br />подкладка: 100% полиэстер&nbsp;<br />наполнитель:&nbsp;гранулированный холлофайбер</p>
<p><strong>Размерная сетка<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">42</td>
<td align=""center"">44</td>
<td align=""center"">46</td>
<td align=""center"">48</td>
<td align=""center"">50</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">84</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">64</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;<br /></strong></strong>Рост модели на фото: 177 см.&nbsp;</p>
<p>Производитель: фабричный Китай. Обмен / возврат только в случае брака.&nbsp;</p><br>Цвет-темно синий<br>Размер-44, 46, 48, 50, 52"	data/1626.jpg		data/1627.jpg	data/1628.jpg	data/1629.jpg	
